scientific_name,park_name,observations,category,common_names,conservation_status
Dryopteris marginalis,Yellowstone National Park,284,Vascular Plant,"Marginal Wood Fern, Marginal Wood-Fern",Não Avaliado
Pluchea camphorata,Bryce National Park,85,Vascular Plant,"Camphorweed, Marsh Fleabane",Não Avaliado
Ilex opaca,Yosemite National Park,146,Vascular Plant,American Holly,Não Avaliado
Carex amphibola var. rigida,Bryce National Park,109,Vascular Plant,"A Sedge, Rigid Sedge",Não Avaliado
Scleria triglomerata,Bryce National Park,90,Vascular Plant,"Nut-Rush, Whip Nutrush",Não Avaliado
Carex atlantica ssp. capillacea,Bryce National Park,84,Vascular Plant,Prickly Bog Sedge,Não Avaliado
Scheuchzeria palustris,Yellowstone National Park,269,Vascular Plant,Rannoch-Rush,Não Avaliado
Digitalis purpurea,Yellowstone National Park,253,Vascular Plant,"Fox-Glove, Purple Foxglove",Não Avaliado
Digitalis purpurea,Yellowstone National Park,253,Vascular Plant,Purple Foxglove,Não Avaliado
Lepomis auritus,Bryce National Park,103,Fish,Redbreast Sunfish,Não Avaliado
Potentilla gracilis var. flabelliformis,Yellowstone National Park,278,Vascular Plant,"Fanleaf Cinquefoil, Slender Cinquefoil",Não Avaliado
Crataegus iracunda,Bryce National Park,115,Vascular Plant,Stolonbearing Hawthorn,Não Avaliado
Trillium undulatum,Yosemite National Park,127,Vascular Plant,Painted Trillium,Não Avaliado
Toxicodendron radicans ssp. radicans,Yosemite National Park,174,Vascular Plant,Eastern Poison Ivy,Não Avaliado
Baeolophus inornatus,Yosemite National Park,169,Bird,Oak Titmouse,Não Avaliado
Vireo griseus,Yosemite National Park,161,Bird,White-Eyed Vireo,Não Avaliado
Mustela vison,Great Smoky Mountains National Park,54,Mammal,Mink,Não Avaliado
Mustela vison,Great Smoky Mountains National Park,54,Mammal,"American Mink, Mink",Não Avaliado
Salvelinus namaycush,Great Smoky Mountains National Park,86,Fish,Lake Trout,Não Avaliado
Carex cumberlandensis,Yosemite National Park,118,Vascular Plant,Local Sedge,Não Avaliado
Botrychium virginianum,Bryce National Park,74,Vascular Plant,Rattlesnake Fern,Não Avaliado
Botrychium virginianum,Bryce National Park,74,Vascular Plant,"Common Grapefern, Rattlesnake Fern",Não Avaliado
Carex subfusca,Yosemite National Park,146,Vascular Plant,Brown Sedge,Não Avaliado
Eurybia integrifolia,Great Smoky Mountains National Park,76,Vascular Plant,Thickstem Aster,Não Avaliado
Malus coronaria,Bryce National Park,102,Vascular Plant,Northern Crabapple,Não Avaliado
Sparganium angustifolium,Bryce National Park,117,Vascular Plant,"Narrowleaf Burr Reed, Narrowleaf Burreed, Narrowleaf Bur-Reed",Não Avaliado
Solidago bicolor,Yellowstone National Park,256,Vascular Plant,"Silverrod, White Goldenrod",Não Avaliado
Spea intermontana,Yosemite National Park,144,Amphibian,Great Basin Spadefoot,Não Avaliado
Arenaria serpyllifolia,Yellowstone National Park,226,Vascular Plant,"Thyme-Leaf Sandwort, Thyme-Leaved Sandwort",Não Avaliado
Arenaria serpyllifolia,Yellowstone National Park,226,Vascular Plant,Thymeleaf Sandwort,Não Avaliado
Dichanthelium villosissimum var. villosissimum,Yosemite National Park,155,Vascular Plant,Panic Grass,Não Avaliado
Hamamelis virginiana,Bryce National Park,92,Vascular Plant,"American Witch-Hazel, Witch-Hazel",Não Avaliado
Poa annua,Yosemite National Park,135,Vascular Plant,"Annual Blue Grass, Annual Bluegrass",Não Avaliado
Poa annua,Yosemite National Park,135,Vascular Plant,"Annual Blue Grass, Annual Bluegrass, Walkgrass",Não Avaliado
Pentaphylloides floribunda,Yosemite National Park,164,Vascular Plant,Shrubby Cinquefoil,Não Avaliado
Ditrichum pallidum,Bryce National Park,121,Nonvascular Plant,Pale Ditrichum Moss,Não Avaliado
Portulaca oleracea,Great Smoky Mountains National Park,93,Vascular Plant,Common Purslane,Não Avaliado
Portulaca oleracea,Great Smoky Mountains National Park,93,Vascular Plant,"Akulikuli-Kula, Common Purslane, Duckweed, Garden Purslane, Little Hogweed, Little-Hogweed, Purslane, Pursley, Wild Portulaca",Não Avaliado
Solidago hispida,Bryce National Park,117,Vascular Plant,"Hairy Goldenrod, Yellow Hairy Goldenrod",Não Avaliado
Mimulus inconspicuus,Great Smoky Mountains National Park,69,Vascular Plant,Smallflower Monkeyflower,Não Avaliado
Pseudacris triseriata,Yellowstone National Park,272,Amphibian,"Striped Chorus Frog, Western Chorus Frog",Não Avaliado
Helianthus bolanderi,Yellowstone National Park,267,Vascular Plant,Serpentine Sunflower,Não Avaliado
Euphorbia pubentissima,Yosemite National Park,148,Vascular Plant,Dogbane-Leaved Spurge,Não Avaliado
Ribes rubrum,Bryce National Park,100,Vascular Plant,Cultivated Currant,Não Avaliado
Ovis canadensis,Great Smoky Mountains National Park,48,Mammal,"Bighorn Sheep, Bighorn Sheep",Species of Concern
Gentiana linearis,Bryce National Park,92,Vascular Plant,"Linear-Leaved Gentian, Narrow-Leaved Gentian",Não Avaliado
Stachys albens,Bryce National Park,61,Vascular Plant,"White Hedgenettle, Whitestem Hedgenettle",Não Avaliado
Muhlenbergia schreberi,Yellowstone National Park,266,Vascular Plant,"Drop-Seed, Schreber Muhly",Não Avaliado
Muhlenbergia schreberi,Yellowstone National Park,266,Vascular Plant,"Nimblewill, Nimblewill Muhly",Não Avaliado
Stellaria umbellata,Bryce National Park,59,Vascular Plant,"Umbellate Chickweed, Umbrella Starwort",Não Avaliado
Diodia teres,Yellowstone National Park,266,Vascular Plant,Rough Buttonweed,Não Avaliado
Tamias quadrimaculatus,Great Smoky Mountains National Park,62,Mammal,Long-Eared Chipmunk,Não Avaliado
Lonicera tatarica,Bryce National Park,109,Vascular Plant,"Bush Honeysuckle, Tatarian Honeysuckle",Não Avaliado
Trifolium microcephalum,Yosemite National Park,171,Vascular Plant,"Littlehead Clover, Smallhead Clover, Small-Head Clover",Não Avaliado
Tympanuchus phasianellus,Bryce National Park,53,Bird,Sharp-Tailed Grouse,Não Avaliado
Lesquerella alpina var. alpina,Great Smoky Mountains National Park,40,Vascular Plant,Alpine Bladderpod,Não Avaliado
Vaccinium corymbosum,Yosemite National Park,150,Vascular Plant,Tall Woodland Blueberry,Não Avaliado
Micropterus salmoides,Great Smoky Mountains National Park,100,Fish,Largemouth Bass,Não Avaliado
Cuscuta californica var. californica,Bryce National Park,71,Vascular Plant,"California Dodder, Chaparral Dodder",Não Avaliado
Solidago puberula,Yellowstone National Park,267,Vascular Plant,"Downy Goldenrod, Hairy Goldenrod",Não Avaliado
Hydrangea radiata,Yellowstone National Park,245,Vascular Plant,"Snowy Hydrangea, White-Leaf Hydrangea",Não Avaliado
Solidago juncea,Yellowstone National Park,249,Vascular Plant,Early Goldenrod,Não Avaliado
Galium sparsiflorum ssp. sparsiflorum,Yosemite National Park,145,Vascular Plant,Sequoia Bedstraw,Não Avaliado
Cyperus retrofractus,Bryce National Park,83,Vascular Plant,Rough Flatsedge,Não Avaliado
Panicum anceps,Great Smoky Mountains National Park,89,Vascular Plant,Panic Grass,Não Avaliado
Castilleja lemmonii,Yellowstone National Park,219,Vascular Plant,"Lemmon's Indian Paintbrush, Lemmon's Paintbrush",Não Avaliado
Lysimachia quadrifolia,Yellowstone National Park,285,Vascular Plant,Whorled Loosestrife,Não Avaliado
Larus californicus,Bryce National Park,87,Bird,California Gull,Não Avaliado
Allium obtusum var. conspicuum,Yellowstone National Park,244,Vascular Plant,Red Sierra Onion,Não Avaliado
Collinsia childii,Yellowstone National Park,253,Vascular Plant,Child's Blue Eyed Mary,Não Avaliado
Silene latifolia ssp. alba,Great Smoky Mountains National Park,64,Vascular Plant,Bladder Campion,Não Avaliado
Silene latifolia ssp. alba,Great Smoky Mountains National Park,64,Vascular Plant,"Bladder Campion, Bladder-Campion, Evening Lychnis, White Campion, White Cockle",Não Avaliado
Bidens tripartita,Yellowstone National Park,288,Vascular Plant,"Stick-Tight, Three-Lobe Beggar-Ticks",Não Avaliado
Bidens tripartita,Yellowstone National Park,288,Vascular Plant,"Threelobe Beggarticks, Three-Lobe Beggarticks",Não Avaliado
Streptopus amplexifolius,Great Smoky Mountains National Park,73,Vascular Plant,"Clasping Twistedstalk, Claspleaf Twistedstalk, Twisted Stalk",Não Avaliado
Salix caroliniana,Great Smoky Mountains National Park,53,Vascular Plant,Carolina Willow,Não Avaliado
Allophyllum divaricatum,Great Smoky Mountains National Park,57,Vascular Plant,Purple False Gilyflower,Não Avaliado
Carex,Great Smoky Mountains National Park,66,Vascular Plant,"Carex, Sedge, Sedge Species, Sedges",Não Avaliado
Calypogeja muelleriana ssp. blomquistii,Great Smoky Mountains National Park,71,Nonvascular Plant,Blomquist's Calypogeja,Não Avaliado
Amelanchier alnifolia var. pumila,Bryce National Park,130,Vascular Plant,Dwarf Serviceberry,Não Avaliado
Potentilla hippiana var. hippiana,Bryce National Park,95,Vascular Plant,Woolly Cinquefoil,Não Avaliado
Sternotherus minor peltifer,Bryce National Park,155,Reptile,"Stripeneck Musk Turtle, Stripe-Necked Musk Turtle",Não Avaliado
Lasthenia californica,Yosemite National Park,137,Vascular Plant,"California Goldfields, Goldfields",Não Avaliado
Sisymbrium officinale,Bryce National Park,124,Vascular Plant,"Hairy-Pod Hedgemustard, Hedge-Mustard",Não Avaliado
Sisymbrium officinale,Bryce National Park,124,Vascular Plant,"Hairypod Hedgemustard, Hedge Mustard, Hedge Tumblemustard, Hedgemustard, Hedge-Mustard, Hedgeweed, Wild Mustard",Não Avaliado
Rhexia mariana var. mariana,Yosemite National Park,183,Vascular Plant,Maryland Meadowbeauty,Não Avaliado
Poa bulbosa,Great Smoky Mountains National Park,83,Vascular Plant,"Bulbous Blue Grass, Bulbous Bluegrass",Não Avaliado
Senecio scorzonella,Great Smoky Mountains National Park,56,Vascular Plant,"Sierra Groundsel, Sierra Ragwort",Não Avaliado
Tiarella cordifolia,Great Smoky Mountains National Park,87,Vascular Plant,"Heartleaf Foamflower, Heart-Leaved Foam-Flower",Não Avaliado
Pityopsis graminifolia var. graminifolia,Yosemite National Park,149,Vascular Plant,Grass-Leaved Golden Aster,Não Avaliado
Ribes lacustre,Great Smoky Mountains National Park,71,Vascular Plant,Prickly Currant,Não Avaliado
Salix eriocephala,Great Smoky Mountains National Park,91,Vascular Plant,"Missouri River Willow, Missouri Willow",Não Avaliado
Anaphalis margaritacea,Bryce National Park,134,Vascular Plant,"Common Pearlyeverlasting, Pearly Everlasting, Pearly-Everlasting, Western Pearly Everlasting, Western Pearlyeverlasting",Não Avaliado
Tragopogon pratensis,Yellowstone National Park,258,Vascular Plant,"Yellow Goat's-Beard, Yellow Goatsbeard",Não Avaliado
Erigeron elmeri,Bryce National Park,130,Vascular Plant,Elmer's Erigeron,Não Avaliado
Silphium trifoliatum var. trifoliatum,Yosemite National Park,156,Vascular Plant,Whorled Rosinweed,Não Avaliado
Gallinago gallinago,Yosemite National Park,166,Bird,Common Snipe,Não Avaliado
Triglochin palustre,Yosemite National Park,160,Vascular Plant,Slender Arrow-Grass,Não Avaliado
Falco mexicanus,Bryce National Park,116,Bird,Prairie Falcon,Species of Concern
Tragopogon dubius,Bryce National Park,88,Vascular Plant,"Common Salsify, Goat's Beard, Goatsbeard, Meadow Goat's-Beard, Salsifis Majeur, Salsify, Western Goat's Beard, Western Salsify, Wild Oysterplant, Yellow Goat's Beard, Yellow Salsify",Não Avaliado
Athyrium filix-femina ssp. asplenioides,Yosemite National Park,151,Vascular Plant,Southern Lady Fern,Não Avaliado
Cardamine diphylla,Great Smoky Mountains National Park,70,Vascular Plant,"Toothwort, Two-Leaf Toothwort",Não Avaliado
Lilium parvum,Yosemite National Park,144,Vascular Plant,"Sierra Tiger Lily, Sierra Tigerlily",Não Avaliado
Lycopus rubellus,Great Smoky Mountains National Park,65,Vascular Plant,Taperleaf Waterhorehound,Não Avaliado
Actaea rubra,Yellowstone National Park,219,Vascular Plant,"Red Baneberry, Western Baneberry",Não Avaliado
Gentianella tenella,Yellowstone National Park,260,Vascular Plant,"Dane's Dwarf Gentian, Dane's Dwarfgentian, Lapland Gentian",Não Avaliado
Solidago rugosa ssp. aspera,Great Smoky Mountains National Park,90,Vascular Plant,Rough-Stemmed Goldenrod,Não Avaliado
Clematis virginiana,Yellowstone National Park,248,Vascular Plant,"Virginia Virgin-Bower, Virgin's Bower",Não Avaliado
Poa alsodes,Yosemite National Park,139,Vascular Plant,"Grove Meadow Grass, Wood Bluegrass",Não Avaliado
Lupinus albicaulis,Great Smoky Mountains National Park,65,Vascular Plant,Sicklekeel Lupine,Não Avaliado
Atriplex argentea,Bryce National Park,83,Vascular Plant,"Silverscale, Silverscale Saltbush, Silverscale Saltweed",Não Avaliado
Artemisia ludoviciana ssp. mexicana,Yellowstone National Park,224,Vascular Plant,White Sage,Não Avaliado
Verbena urticifolia,Great Smoky Mountains National Park,55,Vascular Plant,White Vervain,Não Avaliado
Carex diandra,Yellowstone National Park,222,Vascular Plant,"Lesser Panicled Sedge, Lesser Tussock Sedge",Não Avaliado
Odocoileus hemionus,Bryce National Park,72,Mammal,"Mule Deer, Mule Deer",Não Avaliado
Pylaisiella intricata,Great Smoky Mountains National Park,63,Nonvascular Plant,Intricate Pylaisiella Moss,Não Avaliado
Cornus sericea ssp. sericea,Yosemite National Park,185,Vascular Plant,"Redosier Dogwood, Siberian Dogwood, Tatarian Dogwood",Não Avaliado
Silene latifolia ssp. alba,Bryce National Park,137,Vascular Plant,Bladder Campion,Não Avaliado
Silene latifolia ssp. alba,Bryce National Park,137,Vascular Plant,"Bladder Campion, Bladder-Campion, Evening Lychnis, White Campion, White Cockle",Não Avaliado
Galium bolanderi,Great Smoky Mountains National Park,76,Vascular Plant,Bolander's Bedstraw,Não Avaliado
Lupinus covillei,Bryce National Park,106,Vascular Plant,Shaggy Lupine,Não Avaliado
Helianthus atrorubens,Yellowstone National Park,233,Vascular Plant,"Purple-Disk Sunflower, Sunflower",Não Avaliado
Tragopogon pratensis,Yosemite National Park,148,Vascular Plant,"Yellow Goat's-Beard, Yellow Goatsbeard",Não Avaliado
Homomallium adnatum,Yellowstone National Park,237,Nonvascular Plant,Homomallium Moss,Não Avaliado
Nemacladus interior,Yosemite National Park,181,Vascular Plant,Sierra Threadplant,Não Avaliado
Syringa vulgaris,Bryce National Park,141,Vascular Plant,Common Lilac,Não Avaliado
Verbena lasiostachys var. lasiostachys,Yosemite National Park,194,Vascular Plant,Western Vervain,Não Avaliado
Antennaria dimorpha,Yellowstone National Park,259,Vascular Plant,"Low Everlasting, Low Pussytoes",Não Avaliado
Orobanche californica ssp. grayana,Bryce National Park,93,Vascular Plant,Gray's Broomrape,Não Avaliado
Cephalozia bicuspidata ssp. lammersiana,Bryce National Park,114,Nonvascular Plant,Lammers' Cephalozia,Não Avaliado
Vireo olivaceus,Yellowstone National Park,220,Bird,Red-Eyed Vireo,Não Avaliado
Symphyotrichum boreale,Yosemite National Park,139,Vascular Plant,Northern Bog Aster,Não Avaliado
Cyanocitta cristata,Yosemite National Park,144,Bird,Blue Jay,Não Avaliado
Achnatherum occidentale ssp. californicum,Yosemite National Park,174,Vascular Plant,California Needlegrass,Não Avaliado
Phacelia dubia var. dubia,Bryce National Park,100,Vascular Plant,Smallflower Scorpionweed,Não Avaliado
Seiurus aurocapilla,Yosemite National Park,136,Bird,Ovenbird,Não Avaliado
Pinus pungens,Bryce National Park,98,Vascular Plant,Table Mountain Pine,Não Avaliado
Scutellaria elliptica var. hirsuta,Yosemite National Park,119,Vascular Plant,Hairy Skullcap,Não Avaliado
Allophyllum gilioides ssp. violaceum,Yellowstone National Park,275,Vascular Plant,"Dense False Gilia, Dense False Gilyflower",Não Avaliado
Eurybia surculosa,Yellowstone National Park,226,Vascular Plant,Creeping Aster,Não Avaliado
Obolaria virginica,Yosemite National Park,144,Vascular Plant,"Pennywort, Virginia Pennywort",Não Avaliado
Setaria viridis,Bryce National Park,110,Vascular Plant,"Green Bristle Grass, Green Foxtail",Não Avaliado
Setaria viridis,Bryce National Park,110,Vascular Plant,"Bottle Grass, Green Bristle Grass, Green Bristlegrass, Green Foxtail, Pigeongrass, Wild Millet",Não Avaliado
Lonicera flava,Great Smoky Mountains National Park,106,Vascular Plant,Yellow Honeysuckle,Não Avaliado
Thamnophis sirtalis sirtalis,Bryce National Park,108,Reptile,Common Garter Snake,Não Avaliado
Plethodon,Yellowstone National Park,250,Amphibian,Woodland Salamanders,Não Avaliado
Neotamias amoenus,Yosemite National Park,171,Mammal,Yellow Pine Chipmunk,Não Avaliado
Juncus brevicaudatus,Great Smoky Mountains National Park,59,Vascular Plant,"Narrow-Panicled Rush, Short-Caudate Rush",Não Avaliado
Juncus brevicaudatus,Great Smoky Mountains National Park,59,Vascular Plant,"Narrowpanicle Rush, Narrow-Panicle Rush",Não Avaliado
Rorippa curvipes var. curvipes,Yosemite National Park,158,Vascular Plant,"Bluntleaf Yellowcress, Blunt-Leaf Yellowcress",Não Avaliado
Hesperochiron pumilus,Great Smoky Mountains National Park,62,Vascular Plant,Dwarf Hesperochiron,Não Avaliado
Heterotheca camporum,Yosemite National Park,147,Vascular Plant,Lemonyellow Falsegoldenaster,Não Avaliado
Tetrodontium brownianum,Great Smoky Mountains National Park,112,Nonvascular Plant,Brown's Tetrodontium Moss,Não Avaliado
Desmognathus imitator,Great Smoky Mountains National Park,65,Amphibian,Imitator Salamander,Não Avaliado
Napaeozapus insignis,Yosemite National Park,120,Mammal,Woodland Jumping Mouse,Não Avaliado
Leucothoe davisiae,Yosemite National Park,166,Vascular Plant,Sierra Laurel,Não Avaliado
Arabis rectissima var. rectissima,Yosemite National Park,183,Vascular Plant,Bristlyleaf Rockcress,Não Avaliado
Artemisiospiza nevadensis,Bryce National Park,104,Bird,Sagebrush Sparrow,Não Avaliado
Corallorhiza maculata,Great Smoky Mountains National Park,86,Vascular Plant,"Spotted Coralroot, Summer Coralroot",Não Avaliado
Cervus elaphus,Yosemite National Park,176,Mammal,Wapiti Or Elk,Não Avaliado
Cervus elaphus,Yosemite National Park,176,Mammal,Rocky Mountain Elk,Não Avaliado
Dichanthelium acuminatum var. acuminatum,Great Smoky Mountains National Park,62,Vascular Plant,Tapered Rosette Grass,Species of Concern
Brassica rapa,Great Smoky Mountains National Park,105,Vascular Plant,"Bird's Rape, Rape Mustard",Não Avaliado
Brassica rapa,Great Smoky Mountains National Park,105,Vascular Plant,"Bird's Rape, Birdsrape Mustard, Field Mustard, Rape, Rape Mustard, Turnip Rape, Wild Mustard, Wild Rutabaga, Wild Turnip",Não Avaliado
Carex incurviformis var. danaensis,Yellowstone National Park,278,Vascular Plant,Coastal Sand Sedge,Não Avaliado
Silene bridgesii,Great Smoky Mountains National Park,41,Vascular Plant,Bridges' Catchfly,Não Avaliado
Calycanthus floridus var. floridus,Yosemite National Park,137,Vascular Plant,Eastern Sweetshrub,Não Avaliado
Cheilanthes covillei,Yosemite National Park,163,Vascular Plant,"Coville's Lip Fern, Coville's Lipfern",Não Avaliado
Antennaria flagellaris,Bryce National Park,92,Vascular Plant,"Stoloniferous Pussy-Toes, Whip Pussytoes",Não Avaliado
Brachythecium oxycladon,Yosemite National Park,149,Nonvascular Plant,Brachythecium Moss,Não Avaliado
Aneura pinguis,Great Smoky Mountains National Park,89,Nonvascular Plant,Aneura,Não Avaliado
Aletris farinosa,Bryce National Park,79,Vascular Plant,"Colic Root, White-Tubed Colicroot",Não Avaliado
Oclemena acuminata,Great Smoky Mountains National Park,74,Vascular Plant,Whorled Wood Aster,Não Avaliado
Gallinago delicata,Great Smoky Mountains National Park,91,Bird,Wilson's Snipe,Não Avaliado
Collinsia torreyi var. torreyi,Yosemite National Park,136,Vascular Plant,"Torrey's Blue Eyed Mary, Torrey's Blue-Eyed Mary",Não Avaliado
Syringa vulgaris,Yosemite National Park,140,Vascular Plant,Common Lilac,Não Avaliado
Vireo cassinii,Great Smoky Mountains National Park,75,Bird,Cassin's Vireo,Não Avaliado
Magnolia grandiflora,Great Smoky Mountains National Park,86,Vascular Plant,"Large-Flower Magnolia, Southern Magnolia",Não Avaliado
Chen caerulescens,Yosemite National Park,193,Bird,Snow Goose,Não Avaliado
Chen caerulescens,Yosemite National Park,193,Bird,"Blue Goose, Snow Goose",Não Avaliado
Erythronium umbilicatum ssp. umbilicatum,Bryce National Park,95,Vascular Plant,Dimpled Troutlily,Não Avaliado
Anas platyrhynchos,Great Smoky Mountains National Park,66,Bird,Mallard,Não Avaliado
Brotherella recurvans,Bryce National Park,134,Nonvascular Plant,Recurved Brotherella Moss,Não Avaliado
Oxalis corniculata,Yellowstone National Park,223,Vascular Plant,Creeping Woodsorrel,Não Avaliado
Oxalis corniculata,Yellowstone National Park,223,Vascular Plant,"Creeping Oxalis, Creeping Woodsorrel, 'Ihi, Yellow Oxalis, Yellow Wood Sorrel",Não Avaliado
Glyceria melicaria,Great Smoky Mountains National Park,35,Vascular Plant,"Slender Manna Grass, Wood Mannagrass",Não Avaliado
Melica spectabilis,Yellowstone National Park,250,Vascular Plant,Purple Oniongrass,Não Avaliado
Sialia sialis,Yosemite National Park,190,Bird,Eastern Bluebird,Não Avaliado
Astragalus purshii var. purshii,Bryce National Park,115,Vascular Plant,"Pursh's Milkvetch, Pursh's Milk-Vetch, Woollypod Milkvetch",Não Avaliado
Mimulus mephiticus,Bryce National Park,71,Vascular Plant,"Foul Odor Monkeyflower, Foul-Odor Monkeyflower",Não Avaliado
Lycopodium hickeyi,Yellowstone National Park,254,Vascular Plant,Ground Pine,Não Avaliado
Schoenoplectus americanus,Great Smoky Mountains National Park,70,Vascular Plant,"American Bulrush, Chairmaker's Bulrush, Olney Bulrush, Schoenoplectus",Não Avaliado
Brachythecium salebrosum,Yellowstone National Park,256,Nonvascular Plant,Brachythecium Moss,Não Avaliado
Cyperus croceus,Yosemite National Park,179,Vascular Plant,Round-Headed Umbrella Sedge,Não Avaliado
Orthilia secunda,Yellowstone National Park,246,Vascular Plant,"One-Sided Wintergreen, Sidebells Wintergreen",Não Avaliado
Woodwardia areolata,Yosemite National Park,133,Vascular Plant,"Netted Chain Fern, Netted Chainfern",Não Avaliado
Navarretia divaricata ssp. vividior,Bryce National Park,67,Vascular Plant,Divaricate Navarretia,Não Avaliado
Ceryle torquata,Great Smoky Mountains National Park,73,Bird,Ringed Kingfisher,Não Avaliado
Piperia unalascensis,Yosemite National Park,133,Vascular Plant,"Alaska Bog Orchid, Alaska Rein Orchid, Alaskan Rein-Orchid, Slender-Spire Orchid",Não Avaliado
Packera cana,Bryce National Park,66,Vascular Plant,Woolly Groundsel,Não Avaliado
Leonurus cardiaca,Bryce National Park,77,Vascular Plant,"Common Mother-Wort, Motherwort",Não Avaliado
Downingia montana,Bryce National Park,94,Vascular Plant,Sierra Calicoflower,Não Avaliado
Collinsia torreyi var. torreyi,Bryce National Park,104,Vascular Plant,"Torrey's Blue Eyed Mary, Torrey's Blue-Eyed Mary",Não Avaliado
Pylodictis olivaris,Yosemite National Park,143,Fish,Flathead Catfish,Não Avaliado
Potamogeton strictifolius,Yellowstone National Park,263,Vascular Plant,"Narrowleaf Pondweed, Straight-Leaf Pondweed",Não Avaliado
Campanula divaricata,Yellowstone National Park,230,Vascular Plant,Southern Harebell,Não Avaliado
Prunus americana,Great Smoky Mountains National Park,95,Vascular Plant,"American Plum, Wild Plum",Não Avaliado
Carex bromoides,Yosemite National Park,137,Vascular Plant,"A Sedge, Sedge",Não Avaliado
Rudbeckia fulgida var. umbrosa,Yellowstone National Park,217,Vascular Plant,Orange Coneflower,Não Avaliado
Corallorhiza wisteriana,Yellowstone National Park,258,Vascular Plant,"Coral Root, Spring Coralroot",Não Avaliado
Bryum capillare,Yellowstone National Park,266,Nonvascular Plant,Bryum Moss,Não Avaliado
Ranunculus uncinatus,Yellowstone National Park,248,Vascular Plant,"Hooked Buttercup, Woodland Buttercup",Não Avaliado
Geothlypis tolmiei,Yosemite National Park,202,Bird,Macgillivray's Warbler,Não Avaliado
Crepis occidentalis ssp. costata,Bryce National Park,131,Vascular Plant,Largeflower Hawksbeard,Não Avaliado
Clethrionomys gapperi gapperi,Yosemite National Park,117,Mammal,Gapper's Red-Backed Vole,Não Avaliado
Asclepias syriaca,Great Smoky Mountains National Park,78,Vascular Plant,"Common Milkweed, Kansas Milkweed",Não Avaliado
Sitta pygmaea,Great Smoky Mountains National Park,63,Bird,Pygmy Nuthatch,Não Avaliado
Etheostoma rufilineatum,Yosemite National Park,126,Fish,Redline Darter,Não Avaliado
Cymopterus cinerarius,Yosemite National Park,144,Vascular Plant,Gray Springparsley,Não Avaliado
Verbena lasiostachys var. lasiostachys,Great Smoky Mountains National Park,59,Vascular Plant,Western Vervain,Não Avaliado
Rorippa palustris,Bryce National Park,133,Vascular Plant,Yellowcress,Não Avaliado
Boykinia aconitifolia,Yellowstone National Park,262,Vascular Plant,Brook Saxifrage,Não Avaliado
Adiantum aleuticum,Yosemite National Park,152,Vascular Plant,"Aleutian Maidenhair, Aleutian Maidenhair-Fern, Five-Finger Fern",Não Avaliado
Dianthus barbatus,Yellowstone National Park,250,Vascular Plant,"Sweet William, Sweet-William",Não Avaliado
Dianthus barbatus,Yellowstone National Park,250,Vascular Plant,Sweetwilliam,Não Avaliado
Lepidium campestre,Yellowstone National Park,258,Vascular Plant,"Cow-Cress, Field Pepper-Grass",Não Avaliado
Lepidium campestre,Yellowstone National Park,258,Vascular Plant,"Cream-Anther Field Pepperwort, Field Pepperweed",Não Avaliado
Crataegus iracunda,Yosemite National Park,108,Vascular Plant,Stolonbearing Hawthorn,Não Avaliado
Cottus bairdi,Bryce National Park,133,Fish,Mottled Sculpin,Não Avaliado
Bazzania nudicaulis,Bryce National Park,135,Nonvascular Plant,Bazzania,Species of Concern
Coccyzus erythropthalmus,Yellowstone National Park,220,Bird,Black-Billed Cuckoo,Species of Concern
Carex brunnescens ssp. sphaerostachya,Yosemite National Park,179,Vascular Plant,"Brownish Sedge, Few Flowered Sedge",Não Avaliado
Arnica rydbergii,Yellowstone National Park,250,Vascular Plant,"Rydberg's Arnica, Subalpine Arnica",Não Avaliado
Bassia hyssopifolia,Yosemite National Park,156,Vascular Plant,"Fivehook Bassia, Fivehorn Smotherweed, Smotherweed",Não Avaliado
Ursus americanus,Yosemite National Park,161,Mammal,Black Bear,Não Avaliado
Ursus americanus,Yosemite National Park,161,Mammal,"American Black Bear, Black Bear",Não Avaliado
Liatris squarrulosa,Yosemite National Park,188,Vascular Plant,"Appalachian Gayfeather, Earle's Blazing Star",Não Avaliado
Clematis ochroleuca,Bryce National Park,118,Vascular Plant,Curlyheads,Não Avaliado
Carex austrocaroliniana,Yosemite National Park,163,Vascular Plant,"A Sedge, South Carolina Sedge",Não Avaliado
Sphagnum compactum,Yellowstone National Park,233,Nonvascular Plant,Low Sphagnum,Não Avaliado
Carex diandra,Yosemite National Park,130,Vascular Plant,"Lesser Panicled Sedge, Lesser Tussock Sedge",Não Avaliado
Gentianella tenella ssp. tenella,Yellowstone National Park,218,Vascular Plant,"Dane's Dwarf Gentian, Dane's Dwarfgentian",Não Avaliado
Narthecium californicum,Bryce National Park,110,Vascular Plant,California Bog Asphodel,Não Avaliado
Etheostoma zonale,Yosemite National Park,133,Fish,Banded Darter,Não Avaliado
Carex spectabilis,Bryce National Park,64,Vascular Plant,Showy Sedge,Não Avaliado
Mertensia ciliata,Yosemite National Park,129,Vascular Plant,"Mountain Bluebells, Shortstyle Bluebells, Tall Fringe Bluebells, Tall Fringed Bluebells",Não Avaliado
Carex scopulorum,Great Smoky Mountains National Park,89,Vascular Plant,"Holm's Rocky Mountain Sedge, Mountain Sedge",Não Avaliado
Cardamine oligosperma,Yosemite National Park,154,Vascular Plant,"Idaho Bittercress, Little Western Bittercress",Não Avaliado
